,bids_name,aor,aqi,dummy_trs,dvars_nstd,dvars_std,dvars_vstd,efc,fber,fd_mean,fd_num,fd_perc,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,gcor,gsr_x,gsr_y,size_t,size_x,size_y,size_z,snr,spacing_tr,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_fg_k,summary_fg_mad,summary_fg_mean,summary_fg_median,summary_fg_n,summary_fg_p05,summary_fg_p95,summary_fg_stdv,tsnr,sub,ses,task,run
306,sub-CBPD0161_ses-01_task-rest_run-01_bold,0.002589212121212121,0.005842609454545455,0,42.77968097317072,1.2459294635365847,1.0532874687804878,0.5024790855577722,627.8349609375,0.24162047828959665,0,0.0,3.2178166666666663,2.944715,3.3898449999999998,3.31889,0.0114848,-0.0033270083367824554,0.04509604349732399,165,96,96,75,2.246477781340172,2.0,2.0,2.0,2.0,30.871135612472344,47.20967102050781,370.78643798828125,213.2242431640625,457796.0,171.19393920898438,1243.471221923828,494.4017333984375,1.7010197197981087,1937.482421875,6191.23095703125,5655.64208984375,143925.0,3158.7294921875,11319.009570312495,2517.551025390625,49.17473602294922,CBPD0161,1,rest,1
307,sub-CBPD0161_ses-01_task-rest_run-02_bold,0.012427988826815641,0.011594933910614523,0,49.00720654123597,1.185482550674158,1.0354840332022466,0.5027266997733517,622.70361328125,0.3828220713918186,11,6.145251396648044,3.299061666666667,2.99716,3.4634,3.436625,0.0155866,-0.0033304530661553144,0.045197192579507835,179,96,96,75,2.2470621470799528,2.0,2.0,2.0,2.0,30.36778144756171,49.74585723876953,371.1165771484375,214.8491516113281,457493.0,170.37429809570312,1233.776513671874,484.7860107421875,1.7117022981342416,1928.7322998046875,6195.9521484375,5653.16162109375,144447.0,3165.378076171875,11331.628906249998,2515.79248046875,32.470169067382805,CBPD0161,1,rest,2
308,sub-CBPD0162_ses-01_task-rest_run-01_bold,0.001748058823529412,0.004507973117647059,0,44.609935264023676,1.4127006975739644,1.0151013782248526,0.5277319791837629,664.1082153320312,0.1370786346712743,0,0.0,3.3210533333333334,3.034955,3.5952599999999997,3.3329449999999996,0.00741527,-0.01286908145993948,0.06602486222982408,170,96,96,75,2.0768649031885227,2.0,2.0,2.0,2.0,19.186909749262323,87.5258560180664,566.0818481445312,260.66470336914057,432545.0,188.12353515625,2162.6293457031243,808.0210571289062,0.8232211769480995,3134.482421875,7927.310546875,7220.982421875,165587.0,3609.736010742187,14816.779296875,3476.856201171875,52.1260757446289,CBPD0162,1,rest,1
309,sub-CBPD0162_ses-01_task-rest_run-02_bold,0.002477065868263474,0.0040242621556886215,0,41.18046223993975,1.3816201687349396,1.0338971925903608,0.5283222086590013,662.2462768554688,0.13577707597452593,0,0.0,3.315948333333333,3.029635,3.5925599999999998,3.32565,0.0147048,-0.012617478147149086,0.0667455643415451,167,96,96,75,2.0750648164466217,2.0,2.0,2.0,2.0,19.078515849693247,87.82864379882812,570.609375,261.11376953125,432442.0,188.3592834472656,2190.6284790039003,817.155029296875,0.8347041015098218,3129.5517578125,7938.84326171875,7226.44921875,165665.0,3627.71865234375,14853.668554687496,3482.5068359375,54.7300033569336,CBPD0162,1,rest,2
311,sub-CBPD0162_ses-02_task-rest_run-01_bold,0.004463428571428571,0.008709283142857144,0,48.07982679339081,1.2413143668390811,1.0097276544827587,0.5385198609629975,577.7146606445312,0.3056186479329633,7,4.0,3.3274100000000004,2.988985,3.52925,3.4639949999999997,0.013073699999999999,-0.0172935239970684,0.07652781158685684,175,96,96,75,2.2715176542580275,2.0,2.0,2.0,2.0,30.958021087467266,72.88473510742188,478.2498779296875,237.62857055664062,429285.0,177.8685760498047,1644.4206054687495,674.6607666015625,1.279495987904251,2306.984130859375,6574.1845703125,6077.388671875,168304.0,3191.701696777344,11920.517919921875,2675.467041015625,37.00464630126953,CBPD0162,2,rest,1
312,sub-CBPD0162_ses-02_task-rest_run-02_bold,0.00563968085106383,0.010048694627659574,0,46.571198590855616,1.1986478593582883,1.0045816159893053,0.5391097846877493,572.9837646484375,0.3373603272140103,11,5.851063829787233,3.3612116666666663,3.0121700000000002,3.558615,3.51285,0.0161679,-0.017395224422216415,0.07925047725439073,188,96,96,75,2.2608527645034484,2.0,2.0,2.0,2.0,30.98930536227461,74.97393798828125,486.4681091308594,239.8616943359375,428755.0,178.22340393066406,1670.5972778320308,684.7694702148438,1.2904574505759046,2325.2255859375,6607.15966796875,6108.1357421875,168836.0,3185.7285766601562,12008.728271484375,2701.6875,34.36334609985352,CBPD0162,2,rest,2
314,sub-CBPD0163_ses-02_task-rest_run-01_bold,0.005823750000000001,0.018151460666666668,0,72.84780169510462,1.185409291213389,0.9753574779916316,0.521707777344471,712.29638671875,0.9010054403236424,59,24.58333333333333,3.3406400000000005,3.02294,3.82084,3.17814,0.020287400000000004,-0.009474849328398705,0.054868407547473914,240,96,96,75,2.3151140038876044,2.0,2.0,2.0,2.0,29.357913210801364,72.78960418701172,425.41900634765625,236.6333465576172,431042.0,173.8541717529297,1360.490869140624,538.408203125,0.3688460287046542,2884.026123046875,7245.0986328125,6731.029296875,166979.0,3433.2859375,12599.796484375,2907.420166015625,22.323505401611328,CBPD0163,2,rest,1
315,sub-CBPD0163_ses-02_task-rest_run-02_bold,0.014006086956521738,0.01448925,0,74.84036636355556,1.3342252020000005,1.315700978666667,0.5211558103587102,728.2371215820312,0.992252661077448,14,30.43478260869565,3.268615,2.960875,3.6930449999999997,3.151925,0.0171234,-0.007278986740857363,0.0572957769036293,46,96,96,75,2.339404123260909,2.0,2.0,2.0,2.0,31.476493284379806,68.65095520019531,418.3517456054688,232.21739196777344,432419.0,172.93478393554688,1335.484790039061,542.2876586914061,0.3746303540752232,2839.89208984375,7177.17626953125,6687.326171875,166215.0,3427.417431640625,12460.8654296875,2858.551025390625,27.423198699951172,CBPD0163,2,rest,2
316,sub-CBPD0163_ses-02_task-rest_run-03_bold,0.00691701030927835,0.008133156082474226,0,37.616703626580296,1.1339187802072541,1.0095330296891196,0.5208356895991436,733.3300170898438,0.2282973323572074,7,3.608247422680413,3.1898,2.90893,3.571335,3.0891349999999997,0.00579811,-0.00950238760560751,0.0554366409778595,194,96,96,75,2.3496852468526517,2.0,2.0,2.0,2.0,33.065675685251,66.74002075195311,420.9547424316406,231.4329833984375,433032.0,173.5102996826172,1365.3105407714834,556.6018676757811,0.4414641944584434,2804.927001953125,7175.30810546875,6681.7138671875,165624.0,3451.8865478515618,12446.8046875,2843.65478515625,35.93375015258789,CBPD0163,2,rest,3
317,sub-CBPD0164_ses-01_task-rest_run-01_bold,0.03504615384615385,0.054954604615384615,0,123.71853657340206,1.3833443859278347,1.2483743424226807,0.5312353992962023,591.41064453125,2.0414490915919004,71,36.4102564102564,3.826308333333333,3.3636199999999996,4.124205,3.9911,0.041662300000000006,-0.014307892881333828,0.06637726724147798,195,96,96,75,2.1047770414086964,2.0,2.0,2.0,2.0,43.22788525903651,68.42778778076172,379.2176818847656,227.9384613037109,416960.0,159.73846435546875,1114.7187866210936,485.5103759765625,1.70586400059996,2268.746337890625,6431.47265625,5839.80029296875,179917.0,3048.093310546875,11950.05859374999,2774.5380859375,11.361623764038086,CBPD0164,1,rest,1
318,sub-CBPD0165_ses-01_task-rest_run-01_bold,0.012870499999999995,0.04257204505555556,0,113.64325878173186,1.2035449656424582,1.032882001675978,0.5296945478791977,578.3238525390625,2.376478005316124,90,50.0,3.558875,3.20968,3.8883099999999997,3.578635,0.0260524,-0.01832420937716961,0.06926293671131134,180,96,96,75,2.13939481474738,2.0,2.0,2.0,2.0,22.600986508167,82.23499298095703,467.8275146484375,246.30555725097656,428015.0,162.93333435058594,1689.3199829101559,626.1446533203125,0.6599766213401304,2667.60107421875,6835.86328125,6306.611328125,169770.0,2926.5551025390623,12577.057763671872,2947.839599609375,13.79177474975586,CBPD0165,1,rest,1
319,sub-CBPD0165_ses-01_task-rest_run-02_bold,0.014840166666666666,0.07705029166666667,0,188.95524224189955,1.2203944634636867,1.0679572692737431,0.5321737038612191,566.9008178710938,4.2769047674222715,143,79.44444444444444,3.867986666666667,3.4603050000000004,4.207065,3.9365900000000003,0.0434779,-0.01353491935878992,0.07280460000038147,180,96,96,75,2.158880558962481,2.0,2.0,2.0,2.0,21.545242580768875,83.5281753540039,438.18792724609375,239.61111450195312,425181.0,127.81111145019531,1538.7667236328125,558.6054077148439,0.7980161773027903,2474.166259765625,6561.0732421875,6051.53369140625,172395.0,2835.1488525390623,12053.551757812495,2803.08056640625,8.892478942871094,CBPD0165,1,rest,2
320,sub-CBPD0166_ses-01_task-rest_run-01_bold,0.012769037037037035,0.02426260666666667,0,63.115930642611964,1.1722848970895527,0.994202108955223,0.5158244828009032,590.97314453125,0.4850973472950553,14,10.370370370370368,3.4876616666666664,3.10668,3.687215,3.66909,0.0250555,-0.011495644226670263,0.045423861593008034,135,96,96,75,2.0663052169397327,2.0,2.0,2.0,2.0,27.22474655823492,71.1759033203125,382.1163940429688,229.09629821777344,433511.0,162.26666259765625,1243.0184936523438,459.14263916015625,1.5197083252795058,2256.279541015625,6569.236328125,5879.64453125,163923.0,3247.7747070312507,12349.500488281245,2845.478271484375,21.453712463378906,CBPD0166,1,rest,1
321,sub-CBPD0166_ses-01_task-rest_run-02_bold,0.008974583333333334,0.0061857725,0,52.56926196565218,1.2940825973913044,1.0244312613043476,0.5186411873202326,591.3801879882812,0.1728607388054137,0,0.0,3.2323083333333336,2.9521349999999997,3.3927949999999996,3.3519949999999996,0.0532659,-0.012768433429300785,0.044204730540513985,24,96,96,75,2.1093960112964734,2.0,2.0,2.0,2.0,36.958413396018074,58.06857299804688,386.7091369628906,222.875,434604.0,171.625,1301.125,524.9561157226561,1.7590011762785205,2143.286865234375,6410.552734375,5743.45849609375,163231.0,3252.1875,11917.958984375,2722.789306640625,46.34219741821289,CBPD0166,1,rest,2
322,sub-CBPD0167_ses-01_task-rest_run-01_bold,0.004494388888888888,0.007133417333333333,0,47.385737083687154,1.2258101288826806,0.9898709296648038,0.4930671246472924,754.2669067382812,0.28463365322687,7,3.888888888888889,3.4637683333333333,3.226005,3.713545,3.4517550000000004,0.0191625,-0.01000515464693308,0.057747539132833474,180,96,96,75,1.9415207820349556,2.0,2.0,2.0,2.0,21.217957825395626,65.86048889160156,462.46685791015625,236.18333435058597,453106.0,180.2666778564453,1710.6597595214844,643.9505004882812,1.3462840614923053,2923.843994140625,7829.67724609375,6952.5419921875,148684.0,3723.606762695313,15178.179882812505,3580.96533203125,37.93798828125,CBPD0167,1,rest,1
323,sub-CBPD0167_ses-01_task-rest_run-02_bold,0.0049591525423728815,0.00941637649717514,1,45.967183666079556,1.1894727471590916,0.9672648208522728,0.4928703960484266,745.3786010742188,0.26831671740306895,3,1.6949152542372878,3.5029833333333333,3.2601299999999998,3.7697199999999995,3.4791,0.012165,-0.009333091787993908,0.05664164572954177,177,96,96,75,1.925075262325894,2.0,2.0,2.0,2.0,21.66254681951984,66.36529541015625,462.958251953125,237.03955078125,452392.0,180.03390502929688,1712.6268371582,647.8240356445312,1.3783797137803822,2912.835693359375,7827.72314453125,6935.46875,149305.0,3712.2688476562494,15248.792968749998,3602.68798828125,34.742774963378906,CBPD0167,1,rest,2
324,sub-CBPD0168_ses-01_task-rest_run-01_bold,0.021258382352941176,0.027335896421568626,0,68.96383755305418,1.0909930456650243,1.0204342200492618,0.5314483763495038,574.4490966796875,1.1373106488468798,47,23.03921568627451,3.4281166666666665,3.04256,3.883695,3.3580949999999996,0.0234498,-0.016105338931083683,0.06887783855199814,204,96,96,75,2.2172270038948185,2.0,2.0,2.0,2.0,28.045419379783254,87.00477600097656,505.7062072753906,250.16177368164062,436878.0,169.26470947265625,1807.5213806152328,709.768798828125,0.5542650784884744,2751.390625,6920.5234375,6421.28466796875,161513.0,3081.559960937501,12321.603515625,2896.0791015625,18.281965255737305,CBPD0168,1,rest,1
325,sub-CBPD0168_ses-01_task-rest_run-02_bold,0.008811761006289305,0.01635928377358491,0,37.966530739493656,0.975594615,0.9371933278481009,0.529766748672698,571.8565673828125,0.30857698513204185,5,3.1446540880503147,3.35529,2.992285,3.777175,3.29641,0.0124102,-0.016121260821819302,0.0683605894446373,159,96,96,75,2.1775623863030984,2.0,2.0,2.0,2.0,29.14527672449572,89.98182678222656,512.1288452148439,253.3459014892578,436434.0,174.5911865234375,1834.1219421386686,731.6096801757812,0.4998354339681042,2839.155029296875,7028.99755859375,6501.21337890625,161991.0,3090.90869140625,12604.0185546875,2985.537109375,26.687936782836914,CBPD0168,1,rest,2
326,sub-CBPD0169_ses-01_task-rest_run-01_bold,0.022786077586206897,0.02395467215517241,0,82.41947896558445,1.3127897662770571,1.1579812277489174,0.534339552951663,677.0986938476562,0.904047118849462,51,21.982758620689655,3.324828333333333,2.976665,3.45864,3.5391800000000004,0.025677,-0.008056486025452614,0.039462357759475715,232,96,96,75,2.3961455436223607,2.0,2.0,2.0,2.0,61.75134603465992,66.563720703125,350.3480529785156,226.3836212158203,417445.0,168.57327270507812,923.7344848632796,423.216796875,1.1688908491291323,2239.36474609375,6694.7373046875,6214.4658203125,179524.0,3373.8314575195313,11765.983056640625,2593.518798828125,19.23282241821289,CBPD0169,1,rest,1
327,sub-CBPD0169_ses-01_task-rest_run-02_bold,0.023233604651162792,0.010416982441860465,1,53.219006945380116,1.4593185877192991,1.2382009060818715,0.5338626695497055,692.8453979492188,0.4734427448680818,19,11.046511627906975,3.17804,2.870505,3.30763,3.355985,0.0227012,-0.008601362816989422,0.040697712451219566,172,96,96,75,2.3812657135230237,2.0,2.0,2.0,2.0,62.52300106105047,60.493614196777344,353.9253845214844,224.5639495849609,418071.0,172.3837127685547,954.0348815917968,437.1356201171875,1.224797353700496,2254.6416015625,6750.3173828125,6255.8984375,178802.0,3413.200073242188,11896.015234375,2627.124267578125,34.01985549926758,CBPD0169,1,rest,2
